CROP TYPE,SOIL TYPE,REGION,WEATHER CONDITION,WATER REQUIREMENT,temperature_min,temperature_max
SUGARCANE,DRY,SEMI ARID,SUNNY,12.2,20,30
SUGARCANE,DRY,SEMI ARID,RAINY,2.7,20,30
SUGARCANE,DRY,SEMI ARID,NORMAL,11.6,30,40
SUGARCANE,DRY,SEMI ARID,SUNNY,13.1,30,40
SUGARCANE,DRY,SEMI ARID,RAINY,3.6,30,40
SUGARCANE,DRY,SEMI ARID,NORMAL,12.5,40,50
SUGARCANE,DRY,SEMI ARID,SUNNY,14.0,40,50
SUGARCANE,DRY,SEMI ARID,RAINY,4.5,40,50
SUGARCANE,DRY,SEMI HUMID,NORMAL,8.4,10,20
SUGARCANE,DRY,SEMI HUMID,SUNNY,9.9,10,20
SUGARCANE,DRY,SEMI HUMID,RAINY,0.4,10,20
SUGARCANE,DRY,SEMI HUMID,NORMAL,9.5,20,30
SUGARCANE,DRY,SEMI HUMID,SUNNY,11.0,20,30
SUGARCANE,DRY,SEMI HUMID,RAINY,1.5,20,30
SUGARCANE,DRY,SEMI HUMID,NORMAL,10.4,30,40
SUGARCANE,DRY,SEMI HUMID,SUNNY,11.9,30,40
SUGARCANE,DRY,SEMI HUMID,RAINY,2.4,30,40
SUGARCANE,DRY,SEMI HUMID,NORMAL,11.35,40,50
SUGARCANE,DRY,SEMI HUMID,SUNNY,12.85,40,50
SUGARCANE,DRY,SEMI HUMID,RAINY,3.3,40,50
SUGARCANE,DRY,HUMID,NORMAL,6.9,10,20
SUGARCANE,DRY,HUMID,SUNNY,8.4,10,20
SUGARCANE,DRY,HUMID,RAINY,0.5,10,20
SUGARCANE,DRY,HUMID,NORMAL,7.82,20,30
SUGARCANE,DRY,HUMID,SUNNY,9.32,20,30
SUGARCANE,DRY,HUMID,RAINY,0.8,20,30
SUGARCANE,DRY,HUMID,NORMAL,8.85,30,40
SUGARCANE,DRY,HUMID,SUNNY,10.35,30,40
SUGARCANE,DRY,HUMID,RAINY,0.85,30,40
SUGARCANE,DRY,HUMID,NORMAL,9.7,40,50
SUGARCANE,DRY,HUMID,SUNNY,11.2,40,50
SUGARCANE,DRY,HUMID,RAINY,1.7,40,50
SUGARCANE,HUMID,DESERT,NORMAL,8.06,10,20
SUGARCANE,HUMID,DESERT,SUNNY,9.56,10,20
SUGARCANE,HUMID,DESERT,RAINY,0.1,10,20
SUGARCANE,HUMID,DESERT,NORMAL,9.1,20,30
SUGARCANE,HUMID,DESERT,SUNNY,10.6,20,30
SUGARCANE,HUMID,DESERT,RAINY,1.1,20,30
SUGARCANE,HUMID,DESERT,NORMAL,10.25,30,40
SUGARCANE,HUMID,DESERT,SUNNY,11.75,30,40
SUGARCANE,HUMID,DESERT,RAINY,2.25,30,40
SUGARCANE,HUMID,DESERT,NORMAL,11.1,40,50
SUGARCANE,HUMID,DESERT,SUNNY,12.6,40,50
SUGARCANE,HUMID,DESERT,RAINY,3.1,40,50
SUGARCANE,HUMID,SEMI ARID,NORMAL,7.15,10,20
SUGARCANE,HUMID,SEMI ARID,SUNNY,8.65,10,20
SUGARCANE,HUMID,SEMI ARID,RAINY,0.8,10,20
SUGARCANE,HUMID,SEMI ARID,NORMAL,8.1,20,30
SUGARCANE,HUMID,SEMI ARID,SUNNY,9.6,20,30
SUGARCANE,HUMID,SEMI ARID,RAINY,0.1,20,30
SUGARCANE,HUMID,SEMI ARID,NORMAL,9.2,30,40
SUGARCANE,HUMID,SEMI ARID,SUNNY,10.7,30,40
SUGARCANE,HUMID,SEMI ARID,RAINY,1.2,30,40
SUGARCANE,HUMID,SEMI ARID,NORMAL,10.1,40,50
SUGARCANE,HUMID,SEMI ARID,SUNNY,11.6,40,50
SUGARCANE,HUMID,SEMI ARID,RAINY,2.1,40,50
SUGARCANE,HUMID,SEMI HUMID,NORMAL,5.88,10,20
SUGARCANE,HUMID,SEMI HUMID,SUNNY,7.38,10,20
SUGARCANE,HUMID,SEMI HUMID,RAINY,0.3,10,20
SUGARCANE,HUMID,SEMI HUMID,NORMAL,6.8,20,30
SUGARCANE,HUMID,SEMI HUMID,SUNNY,8.6,20,30
SUGARCANE,HUMID,SEMI HUMID,RAINY,0.6,20,30
SUGARCANE,HUMID,SEMI HUMID,NORMAL,7.9,30,40
SUGARCANE,HUMID,SEMI HUMID,SUNNY,9.4,30,40
SUGARCANE,HUMID,SEMI HUMID,RAINY,0.8,30,40
SUGARCANE,HUMID,SEMI HUMID,NORMAL,8.7,40,50
SUGARCANE,HUMID,SEMI HUMID,SUNNY,10.5,40,50
SUGARCANE,HUMID,SEMI HUMID,RAINY,0.7,40,50
SUGARCANE,HUMID,HUMID,NORMAL,4.34,10,20
SUGARCANE,HUMID,HUMID,SUNNY,5.84,10,20
SUGARCANE,HUMID,HUMID,RAINY,0.2,10,20
SUGARCANE,HUMID,HUMID,NORMAL,5.3,20,30
SUGARCANE,HUMID,HUMID,SUNNY,6.8,20,30
SUGARCANE,HUMID,HUMID,RAINY,0.3,20,30
SUGARCANE,HUMID,HUMID,NORMAL,6.35,30,40
SUGARCANE,HUMID,HUMID,SUNNY,7.85,30,40
SUGARCANE,HUMID,HUMID,RAINY,0.5,30,40
SUGARCANE,HUMID,HUMID,NORMAL,7.32,40,50
SUGARCANE,HUMID,HUMID,SUNNY,8.82,40,50
SUGARCANE,HUMID,HUMID,RAINY,0.8,40,50
SUGARCANE,WET,DESERT,NORMAL,6.2,10,20
SUGARCANE,WET,DESERT,SUNNY,7.7,10,20
SUGARCANE,WET,DESERT,RAINY,0.5,10,20
SUGARCANE,WET,DESERT,NORMAL,7.2,20,30
SUGARCANE,WET,DESERT,SUNNY,8.7,20,30
SUGARCANE,WET,DESERT,RAINY,0.8,20,30
SUGARCANE,WET,DESERT,NORMAL,8.3,30,40
SUGARCANE,WET,DESERT,SUNNY,9.8,30,40
SUGARCANE,WET,DESERT,RAINY,0.3,30,40
SUGARCANE,WET,DESERT,NORMAL,9.4,40,50
SUGARCANE,WET,DESERT,SUNNY,10.9,40,50
SUGARCANE,WET,DESERT,RAINY,1.4,40,50
SUGARCANE,WET,SEMI ARID,NORMAL,5.3,10,20
SUGARCANE,WET,SEMI ARID,SUNNY,6.8,10,20
SUGARCANE,WET,SEMI ARID,RAINY,0.3,10,20
SUGARCANE,WET,SEMI ARID,NORMAL,6.25,20,30
SUGARCANE,WET,SEMI ARID,SUNNY,7.75,20,30
SUGARCANE,WET,SEMI ARID,RAINY,0.5,20,30
SUGARCANE,WET,SEMI ARID,NORMAL,7.35,30,40
SUGARCANE,WET,SEMI ARID,SUNNY,8.85,30,40
SUGARCANE,WET,SEMI ARID,RAINY,0.8,30,40
SUGARCANE,WET,SEMI ARID,NORMAL,8.34,40,50
SUGARCANE,WET,SEMI ARID,SUNNY,9.84,40,50
SUGARCANE,WET,SEMI ARID,RAINY,0.34,40,50
SUGARCANE,WET,SEMI HUMID,NORMAL,4.0,10,20
SUGARCANE,WET,SEMI HUMID,SUNNY,5.5,10,20
SUGARCANE,WET,SEMI HUMID,RAINY,0.2,10,20
SUGARCANE,WET,SEMI HUMID,NORMAL,5.06,20,30
SUGARCANE,WET,SEMI HUMID,SUNNY,6.56,20,30
SUGARCANE,WET,SEMI HUMID,RAINY,0.3,20,30
SUGARCANE,WET,SEMI HUMID,NORMAL,6.04,30,40
SUGARCANE,WET,SEMI HUMID,SUNNY,7.56,30,40
SUGARCANE,WET,SEMI HUMID,RAINY,0.5,30,40
SUGARCANE,WET,SEMI HUMID,NORMAL,7.05,40,50
SUGARCANE,WET,SEMI HUMID,SUNNY,8.56,40,50
SUGARCANE,WET,SEMI HUMID,RAINY,0.8,40,50
SUGARCANE,WET,HUMID,NORMAL,2.48,10,20
SUGARCANE,WET,HUMID,SUNNY,3.98,10,20
SUGARCANE,WET,HUMID,RAINY,0.1,10,20
SUGARCANE,WET,HUMID,NORMAL,3.48,20,30
SUGARCANE,WET,HUMID,SUNNY,4.98,20,30
SUGARCANE,WET,HUMID,RAINY,0.1,20,30
SUGARCANE,WET,HUMID,NORMAL,4.48,30,40
SUGARCANE,WET,HUMID,SUNNY,5.98,30,40
SUGARCANE,WET,HUMID,RAINY,0.2,30,40
SUGARCANE,WET,HUMID,NORMAL,5.48,40,50
SUGARCANE,WET,HUMID,SUNNY,6.98,40,50
SUGARCANE,WET,HUMID,RAINY,0.3,40,50
TOMATO,DRY,DESERT,NORMAL,6.12,10,20
TOMATO,DRY,DESERT,SUNNY,7.62,10,20
TOMATO,DRY,DESERT,RAINY,0.5,10,20
TOMATO,DRY,DESERT,NORMAL,7.12,20,30
TOMATO,DRY,DESERT,SUNNY,8.62,20,30
TOMATO,DRY,DESERT,RAINY,0.8,20,30
TOMATO,DRY,DESERT,NORMAL,8.12,30,40
TOMATO,DRY,DESERT,SUNNY,9.62,30,40
TOMATO,DRY,DESERT,RAINY,0.12,30,40
TOMATO,DRY,DESERT,NORMAL,9.12,40,50
TOMATO,DRY,DESERT,SUNNY,10.62,40,50
TOMATO,DRY,DESERT,RAINY,1.12,40,50
TOMATO,DRY,SEMI ARID,NORMAL,5.58,10,20
TOMATO,DRY,SEMI ARID,SUNNY,7.08,10,20
TOMATO,DRY,SEMI ARID,RAINY,0.3,10,20
TOMATO,DRY,SEMI ARID,NORMAL,6.58,20,30
TOMATO,DRY,SEMI ARID,SUNNY,8.08,20,30
TOMATO,DRY,SEMI ARID,RAINY,0.5,20,30
TOMATO,DRY,SEMI ARID,NORMAL,7.58,30,40
TOMATO,DRY,SEMI ARID,SUNNY,9.08,30,40
TOMATO,DRY,SEMI ARID,RAINY,0.8,30,40
TOMATO,DRY,SEMI ARID,NORMAL,8.58,40,50
TOMATO,DRY,SEMI ARID,SUNNY,10.08,40,50
TOMATO,DRY,SEMI ARID,RAINY,0.58,40,50
TOMATO,DRY,SEMI HUMID,NORMAL,4.86,10,20
TOMATO,DRY,SEMI HUMID,SUNNY,6.36,10,20
TOMATO,DRY,SEMI HUMID,RAINY,0.2,10,20
TOMATO,DRY,SEMI HUMID,NORMAL,5.86,20,30
TOMATO,DRY,SEMI HUMID,SUNNY,7.36,20,30
TOMATO,DRY,SEMI HUMID,RAINY,0.3,20,30
TOMATO,DRY,SEMI HUMID,NORMAL,6.86,30,40
TOMATO,DRY,SEMI HUMID,SUNNY,8.36,30,40
TOMATO,DRY,SEMI HUMID,RAINY,0.5,30,40
TOMATO,DRY,SEMI HUMID,NORMAL,7.86,40,50
TOMATO,DRY,SEMI HUMID,SUNNY,9.36,40,50
TOMATO,DRY,SEMI HUMID,RAINY,0.8,40,50
TOMATO,DRY,HUMID,NORMAL,3.96,10,20
TOMATO,DRY,HUMID,SUNNY,5.46,10,20
TOMATO,DRY,HUMID,RAINY,0.1,10,20
TOMATO,DRY,HUMID,NORMAL,4.96,20,30
TOMATO,DRY,HUMID,SUNNY,6.46,20,30
TOMATO,DRY,HUMID,RAINY,0.2,20,30
TOMATO,DRY,HUMID,NORMAL,5.96,30,40
TOMATO,DRY,HUMID,SUNNY,7.46,30,40
TOMATO,DRY,HUMID,RAINY,0.3,30,40
TOMATO,DRY,HUMID,NORMAL,6.96,40,50
TOMATO,DRY,HUMID,SUNNY,8.46,40,50
TOMATO,DRY,HUMID,RAINY,0.5,40,50
TOMATO,HUMID,DESERT,NORMAL,4.68,10,20
TOMATO,HUMID,DESERT,SUNNY,6.18,10,20
TOMATO,HUMID,DESERT,RAINY,0.2,10,20
TOMATO,HUMID,DESERT,NORMAL,5.68,20,30
TOMATO,HUMID,DESERT,SUNNY,7.18,20,30
TOMATO,HUMID,DESERT,RAINY,0.3,20,30
TOMATO,HUMID,DESERT,NORMAL,6.68,30,40
TOMATO,HUMID,DESERT,SUNNY,8.18,30,40
TOMATO,HUMID,DESERT,RAINY,0.5,30,40
TOMATO,HUMID,DESERT,NORMAL,7.68,40,50
TOMATO,HUMID,DESERT,SUNNY,9.18,40,50
TOMATO,HUMID,DESERT,RAINY,0.8,40,50
TOMATO,HUMID,SEMI ARID,NORMAL,4.14,10,20
TOMATO,HUMID,SEMI ARID,SUNNY,5.64,10,20
TOMATO,HUMID,SEMI ARID,RAINY,0.2,10,20
TOMATO,HUMID,SEMI ARID,NORMAL,5.14,20,30
TOMATO,HUMID,SEMI ARID,SUNNY,6.64,20,30
TOMATO,HUMID,SEMI ARID,RAINY,0.3,20,30
TOMATO,HUMID,SEMI ARID,NORMAL,6.14,30,40
TOMATO,HUMID,SEMI ARID,SUNNY,7.64,30,40
TOMATO,HUMID,SEMI ARID,RAINY,0.5,30,40
TOMATO,HUMID,SEMI ARID,NORMAL,7.14,40,50
TOMATO,HUMID,SEMI ARID,SUNNY,8.64,40,50
TOMATO,HUMID,SEMI ARID,RAINY,0.8,40,50
TOMATO,HUMID,SEMI HUMID,NORMAL,3.42,10,20
TOMATO,HUMID,SEMI HUMID,SUNNY,4.92,10,20
TOMATO,HUMID,SEMI HUMID,RAINY,0.1,10,20
TOMATO,HUMID,SEMI HUMID,NORMAL,4.42,20,30
TOMATO,HUMID,SEMI HUMID,SUNNY,5.92,20,30
TOMATO,HUMID,SEMI HUMID,RAINY,0.2,20,30
TOMATO,HUMID,SEMI HUMID,NORMAL,5.42,30,40
TOMATO,HUMID,SEMI HUMID,SUNNY,6.92,30,40
TOMATO,HUMID,SEMI HUMID,RAINY,0.3,30,40
TOMATO,HUMID,SEMI HUMID,NORMAL,6.42,40,50
TOMATO,HUMID,SEMI HUMID,SUNNY,7.92,40,50
TOMATO,HUMID,SEMI HUMID,RAINY,0.5,40,50
TOMATO,HUMID,HUMID,NORMAL,2.52,10,20
TOMATO,HUMID,HUMID,SUNNY,4.02,10,20
TOMATO,HUMID,HUMID,RAINY,0.1,10,20
TOMATO,HUMID,HUMID,NORMAL,3.52,20,30
TOMATO,HUMID,HUMID,SUNNY,5.02,20,30
TOMATO,HUMID,HUMID,RAINY,0.1,20,30
TOMATO,HUMID,HUMID,NORMAL,4.52,30,40
TOMATO,HUMID,HUMID,SUNNY,6.02,30,40
TOMATO,HUMID,HUMID,RAINY,0.2,30,40
TOMATO,HUMID,HUMID,NORMAL,5.52,40,50
TOMATO,HUMID,HUMID,SUNNY,7.02,40,50
TOMATO,HUMID,HUMID,RAINY,0.3,40,50
TOMATO,WET,DESERT,NORMAL,3.6,10,20
TOMATO,WET,DESERT,SUNNY,5.1,10,20
TOMATO,WET,DESERT,RAINY,0.1,10,20
TOMATO,WET,DESERT,NORMAL,4.6,20,30
TOMATO,WET,DESERT,SUNNY,6.1,20,30
TOMATO,WET,DESERT,RAINY,0.2,20,30
TOMATO,WET,DESERT,NORMAL,5.6,30,40
TOMATO,WET,DESERT,SUNNY,7.1,30,40
TOMATO,WET,DESERT,RAINY,0.3,30,40
TOMATO,WET,DESERT,NORMAL,6.6,40,50
TOMATO,WET,DESERT,SUNNY,8.1,40,50
TOMATO,WET,DESERT,RAINY,0.5,40,50
TOMATO,WET,SEMI ARID,NORMAL,3.06,10,20
TOMATO,WET,SEMI ARID,SUNNY,4.56,10,20
TOMATO,WET,SEMI ARID,RAINY,0.1,10,20
TOMATO,WET,SEMI ARID,NORMAL,4.06,20,30
TOMATO,WET,SEMI ARID,SUNNY,5.56,20,30
TOMATO,WET,SEMI ARID,RAINY,0.2,20,30
TOMATO,WET,SEMI ARID,NORMAL,5.06,30,40
TOMATO,WET,SEMI ARID,SUNNY,6.56,30,40
TOMATO,WET,SEMI ARID,RAINY,0.3,30,40
TOMATO,WET,SEMI ARID,NORMAL,6.06,40,50
TOMATO,WET,SEMI ARID,SUNNY,7.56,40,50
TOMATO,WET,SEMI ARID,RAINY,0.5,40,50
TOMATO,WET,SEMI HUMID,NORMAL,2.34,10,20
TOMATO,WET,SEMI HUMID,SUNNY,3.84,10,20
TOMATO,WET,SEMI HUMID,RAINY,0.1,10,20
TOMATO,WET,SEMI HUMID,NORMAL,3.34,20,30
TOMATO,WET,SEMI HUMID,SUNNY,4.84,20,30
TOMATO,WET,SEMI HUMID,RAINY,0.1,20,30
TOMATO,WET,SEMI HUMID,NORMAL,4.34,30,40
TOMATO,WET,SEMI HUMID,SUNNY,5.84,30,40
TOMATO,WET,SEMI HUMID,RAINY,0.2,30,40
TOMATO,WET,SEMI HUMID,NORMAL,5.34,40,50
TOMATO,WET,SEMI HUMID,SUNNY,6.84,40,50
TOMATO,WET,SEMI HUMID,RAINY,0.3,40,50
TOMATO,WET,HUMID,NORMAL,1.44,10,20
TOMATO,WET,HUMID,SUNNY,3.0,10,20
TOMATO,WET,HUMID,RAINY,0.1,10,20
TOMATO,WET,HUMID,NORMAL,2.44,20,30
TOMATO,WET,HUMID,SUNNY,4.0,20,30
TOMATO,WET,HUMID,RAINY,0.1,20,30
TOMATO,WET,HUMID,NORMAL,3.44,30,40
TOMATO,WET,HUMID,SUNNY,5.0,30,40
TOMATO,WET,HUMID,RAINY,0.1,30,40
TOMATO,WET,HUMID,NORMAL,4.44,40,50
TOMATO,WET,HUMID,SUNNY,6.0,40,50
TOMATO,WET,HUMID,RAINY,0.2,40,50
ONION,DRY,DESERT,NORMAL,4.25,10,20
ONION,DRY,DESERT,SUNNY,5.75,10,20
ONION,DRY,DESERT,RAINY,0.2,10,20
ONION,DRY,DESERT,NORMAL,5.25,20,30
ONION,DRY,DESERT,SUNNY,6.75,20,30
ONION,DRY,DESERT,RAINY,0.3,20,30
ONION,DRY,DESERT,NORMAL,6.25,30,40
ONION,DRY,DESERT,SUNNY,7.75,30,40
ONION,DRY,DESERT,RAINY,0.5,30,40
ONION,DRY,DESERT,NORMAL,7.25,40,50
ONION,DRY,DESERT,SUNNY,8.75,40,50
ONION,DRY,DESERT,RAINY,0.8,40,50
ONION,DRY,SEMI ARID,NORMAL,4.125,10,20
ONION,DRY,SEMI ARID,SUNNY,5.625,10,20
ONION,DRY,SEMI ARID,RAINY,0.2,10,20
ONION,DRY,SEMI ARID,NORMAL,5.125,20,30
ONION,DRY,SEMI ARID,SUNNY,6.625,20,30
ONION,DRY,SEMI ARID,RAINY,0.3,20,30
ONION,DRY,SEMI ARID,NORMAL,6.125,30,40
ONION,DRY,SEMI ARID,SUNNY,7.625,30,40
ONION,DRY,SEMI ARID,RAINY,0.5,30,40
ONION,DRY,SEMI ARID,NORMAL,7.125,40,50
ONION,DRY,SEMI ARID,SUNNY,8.625,40,50
ONION,DRY,SEMI ARID,RAINY,0.8,40,50
ONION,DRY,SEMI HUMID,NORMAL,3.375,10,20
ONION,DRY,SEMI HUMID,SUNNY,4.875,10,20
ONION,DRY,SEMI HUMID,RAINY,0.1,10,20
ONION,DRY,SEMI HUMID,NORMAL,4.375,20,30
ONION,DRY,SEMI HUMID,SUNNY,5.875,20,30
ONION,DRY,SEMI HUMID,RAINY,0.2,20,30
ONION,DRY,SEMI HUMID,NORMAL,5.375,30,40
ONION,DRY,SEMI HUMID,SUNNY,6.875,30,40
ONION,DRY,SEMI HUMID,RAINY,0.3,30,40
ONION,DRY,SEMI HUMID,NORMAL,6.375,40,50
ONION,DRY,SEMI HUMID,SUNNY,7.875,40,50
ONION,DRY,SEMI HUMID,RAINY,0.5,40,50
ONION,DRY,HUMID,NORMAL,2.75,10,20
ONION,DRY,HUMID,SUNNY,4.25,10,20
ONION,DRY,HUMID,NORMAL,3.75,10,20
ONION,DRY,HUMID,SUNNY,0.1,10,20
ONION,DRY,HUMID,RAINY,5.25,20,30
ONION,DRY,HUMID,NORMAL,4.75,20,30
ONION,DRY,HUMID,SUNNY,0.1,20,30
ONION,DRY,HUMID,RAINY,6.25,30,40
ONION,DRY,HUMID,NORMAL,5.75,30,40
ONION,DRY,HUMID,SUNNY,0.2,30,40
ONION,DRY,HUMID,RAINY,7.25,40,50
ONION,DRY,HUMID,NORMAL,6.75,40,50
ONION,DRY,HUMID,NORMAL,0.3,40,50
ONION,HUMID,DESERT,SUNNY,3.25,10,20
ONION,HUMID,DESERT,RAINY,4.25,10,20
ONION,HUMID,DESERT,NORMAL,0.1,10,20
ONION,HUMID,DESERT,SUNNY,4.25,20,30
ONION,HUMID,DESERT,RAINY,5.25,20,30
ONION,HUMID,DESERT,NORMAL,0.2,20,30
ONION,HUMID,DESERT,SUNNY,5.25,30,40
ONION,HUMID,DESERT,RAINY,6.25,30,40
ONION,HUMID,DESERT,NORMAL,0.3,30,40
ONION,HUMID,DESERT,SUNNY,6.25,40,50
ONION,HUMID,DESERT,RAINY,7.25,40,50
ONION,HUMID,DESERT,NORMAL,0.5,40,50
ONION,HUMID,SEMI ARID,SUNNY,2.875,10,20
ONION,HUMID,SEMI ARID,RAINY,3.875,10,20
ONION,HUMID,SEMI ARID,NORMAL,0.1,10,20
ONION,HUMID,SEMI ARID,SUNNY,3.875,20,30
ONION,HUMID,SEMI ARID,RAINY,4.875,20,30
ONION,HUMID,SEMI ARID,NORMAL,0.1,20,30
ONION,HUMID,SEMI ARID,SUNNY,4.875,30,40
ONION,HUMID,SEMI ARID,NORMAL,6.375,30,40
ONION,HUMID,SEMI ARID,SUNNY,5.875,30,40
ONION,HUMID,SEMI ARID,RAINY,5.875,40,50
ONION,HUMID,SEMI ARID,NORMAL,7.375,40,50
ONION,HUMID,SEMI ARID,SUNNY,6.875,40,50
ONION,HUMID,SEMI HUMID,RAINY,2.375,10,20
ONION,HUMID,SEMI HUMID,NORMAL,3.875,10,20
ONION,HUMID,SEMI HUMID,SUNNY,3.375,10,20
ONION,HUMID,SEMI HUMID,RAINY,3.375,20,30
ONION,HUMID,SEMI HUMID,NORMAL,4.875,20,30
ONION,HUMID,SEMI HUMID,NORMAL,4.375,20,30
ONION,HUMID,SEMI HUMID,SUNNY,0.1,20,30
ONION,HUMID,SEMI HUMID,RAINY,5.875,30,40
ONION,HUMID,SEMI HUMID,NORMAL,5.375,30,40
ONION,HUMID,SEMI HUMID,SUNNY,0.2,30,40
ONION,HUMID,SEMI HUMID,RAINY,6.875,40,50
ONION,HUMID,SEMI HUMID,NORMAL,6.575,40,50
ONION,HUMID,SEMI HUMID,SUNNY,0.3,40,50
ONION,HUMID,HUMID,RAINY,3.25,10,20
ONION,HUMID,HUMID,NORMAL,2.75,10,20
ONION,HUMID,HUMID,SUNNY,0.1,10,20
ONION,HUMID,HUMID,RAINY,4.25,20,30
ONION,HUMID,HUMID,NORMAL,3.75,20,30
ONION,HUMID,HUMID,SUNNY,0.1,20,30
ONION,HUMID,HUMID,RAINY,5.25,30,40
ONION,HUMID,HUMID,NORMAL,4.75,30,40
ONION,HUMID,HUMID,SUNNY,0.1,30,40
ONION,HUMID,HUMID,RAINY,6.25,40,50
ONION,HUMID,HUMID,NORMAL,5.75,40,50
ONION,HUMID,HUMID,SUNNY,0.2,40,50
ONION,WET,DESERT,NORMAL,2.5,10,20
ONION,WET,DESERT,SUNNY,4.0,10,20
ONION,WET,DESERT,RAINY,0.1,10,20
ONION,WET,DESERT,NORMAL,3.5,20,30
ONION,WET,DESERT,SUNNY,5.0,20,30
ONION,WET,DESERT,RAINY,0.1,20,30
ONION,WET,DESERT,NORMAL,4.5,30,40
ONION,WET,DESERT,SUNNY,6.0,30,40
ONION,WET,DESERT,RAINY,0.2,30,40
ONION,WET,DESERT,NORMAL,5.5,40,50
ONION,WET,DESERT,NORMAL,7.0,40,50
ONION,WET,DESERT,SUNNY,6.5,40,50
ONION,WET,SEMI ARID,RAINY,2.125,10,20
ONION,WET,SEMI ARID,NORMAL,3.625,10,20
ONION,WET,SEMI ARID,SUNNY,3.125,10,20
ONION,WET,SEMI ARID,RAINY,3.125,20,30
ONION,WET,SEMI ARID,NORMAL,4.625,20,30
ONION,WET,SEMI ARID,SUNNY,4.125,20,30
ONION,WET,SEMI ARID,RAINY,4.125,30,40
ONION,WET,SEMI ARID,NORMAL,5.625,30,40
ONION,WET,SEMI ARID,SUNNY,5.125,30,40
ONION,WET,SEMI ARID,RAINY,5.125,40,50
ONION,WET,SEMI ARID,NORMAL,6.625,40,50
ONION,WET,SEMI ARID,SUNNY,6.125,40,50
ONION,WET,SEMI HUMID,RAINY,1.625,10,20
ONION,WET,SEMI HUMID,NORMAL,3.125,10,20
ONION,WET,SEMI HUMID,SUNNY,2.625,10,20
ONION,WET,SEMI HUMID,RAINY,2.625,20,30
ONION,WET,SEMI HUMID,NORMAL,4.125,20,30
ONION,WET,SEMI HUMID,SUNNY,3.625,20,30
ONION,WET,SEMI HUMID,NORMAL,0.1,20,30
ONION,WET,SEMI HUMID,SUNNY,3.625,30,40
ONION,WET,SEMI HUMID,RAINY,4.625,30,40
ONION,WET,SEMI HUMID,NORMAL,0.1,30,40
ONION,WET,SEMI HUMID,SUNNY,4.625,40,50
ONION,WET,SEMI HUMID,RAINY,5.625,40,50
ONION,WET,SEMI HUMID,NORMAL,0.2,40,50
ONION,WET,HUMID,SUNNY,1.625,10,20
ONION,WET,HUMID,RAINY,2.625,10,20
ONION,WET,HUMID,NORMAL,0.1,10,20
ONION,WET,HUMID,NORMAL,2.625,20,30
ONION,WET,HUMID,SUNNY,4.125,20,30
ONION,WET,HUMID,RAINY,0.1,20,30
ONION,WET,HUMID,NORMAL,3.625,30,40
ONION,WET,HUMID,SUNNY,5.125,30,40
ONION,WET,HUMID,RAINY,0.1,30,40
ONION,WET,HUMID,NORMAL,4.625,40,50
ONION,WET,HUMID,SUNNY,6.125,40,50
ONION,WET,HUMID,RAINY,0.2,40,50
